Estuary,Station,Date,Transect,Habitat,Method,Quadrat,ScientificName,CommonName,Status,EstimatedCover,TallestPlantHeight,Tide,VegetatedCover,NonVegetatedCover
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,1,2,ebb,16,84
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,15,59,ebb,45,55
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,30,41,ebb,45,55
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,1,28,high,46,54
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,45,71,high,46,54
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,5,50,high,55,45
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,50,87,high,55,45
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,10,66,high,50,50
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,40,73,high,50,50
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,10,57,high,45,55
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,35,67,high,45,55
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,10,58,high,55,45
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,45,73,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,10,29,high,70,30
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,60,52,high,70,30
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,10,94,high,70,30
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,1,15,high,21,79
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,20,74,high,21,79
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,2,68,high,37,63
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,35,70,high,37,63
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,2,55,high,52,48
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,50,71,high,52,48
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,6,Spartina foliosa,California cordgrass,native,1,57,high,50,50
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,1,Low marsh,within_elevation,6,Spartina foliosa,California cordgrass,native,45,64,high,50,50
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,10,47,high,50,50
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,50,73,high,50,50
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,10,71,high,20,80
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,20,82,high,20,80
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,5,70,high,20,80
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,20,85,high,20,80
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,5,56,high,20,80
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,20,81,high,20,80
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,5,60,high,20,80
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,20,98,high,20,80
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,10,35,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,35,46,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,5,55,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,90,50,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,5,35,ebb,90,10
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,85,43,ebb,90,10
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,40,61,ebb,98,2
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,60,62,ebb,98,2
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,35,31,ebb,60,40
Goleta Slough,2,2021-03-23T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,25,23,ebb,60,40
Goleta Slough,2,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,100,40,high,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,100,50,high,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,100,50,high,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,100,60,high,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,100,40,high,100,0
Goleta Slough,3,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,1,Cressa truxillensis,alkali weed,native,2,5,high,2,98
Goleta Slough,3,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,2,Cressa truxillensis,alkali weed,native,2,5,high,2,98
Goleta Slough,3,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,3,Cressa truxillensis,alkali weed,native,2,10,high,2,98
Goleta Slough,3,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,3,Distichlis spicata,salt grass,native,2,15,high,2,98
Goleta Slough,3,2021-09-20T00:00:00Z,1,Low marsh,within_elevation,4,Cressa truxillensis,alkali weed,native,2,8,high,2,98
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,1,Frankenia salina,alkali heath,native,10,14,high,90,10
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,45,57.5,high,90,10
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,10,32,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,2,Frankenia salina,alkali heath,native,35,23,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,35,34,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,2,30,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,3,Frankenia salina,alkali heath,native,75,33,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,30,47,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,15,37,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,70,42.5,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,5,33,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,5,Cuscuta salina,salt dodder,native,75,0,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,5,Distichlis spicata,salt grass,native,1,15,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,5,Frankenia salina,alkali heath,native,80,25,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,1,18,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,15,35,high,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,2,5,ebb,0,100
Malibu Lagoon,1,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,2,5,ebb,0,100
Malibu Lagoon,1,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,4,Atriplex prostrata,fat hen,non-native,2,5,ebb,0,100
Malibu Lagoon,3,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,10,4,ebb,25,75
Malibu Lagoon,3,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,25,15,ebb,25,75
Malibu Lagoon,3,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,5,2,ebb,5,95
Malibu Lagoon,3,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,40,30,ebb,40,60
Malibu Lagoon,3,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,5,10,ebb,5,95
Malibu Lagoon,3,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,5,15,ebb,5,95
Malibu Lagoon,3,2021-04-05T00:00:00Z,1,Low marsh,within_elevation,4,Suaeda taxifolia,wooly seablite,native,1,0,ebb,5,95
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,5,0,ebb,15,85
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,1,Distichlis spicata,salt grass,native,2,2,ebb,15,85
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,5,9,ebb,15,85
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,2,7,ebb,15,85
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,2,Schoenoplectus californicus,southern bulrush,native,5,0,ebb,7,93
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,2,2,ebb,7,93
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,2,93,ebb,4,96
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,3,Carex arenaria,sand sedge,native,2,12,ebb,4,96
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,1,17,ebb,2,98
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,2,19,ebb,40,60
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,5,Distichlis spicata,salt grass,native,10,14,ebb,40,60
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,20,8,ebb,40,60
Malibu Lagoon,2,2021-04-06T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,2,8,ebb,40,60
Malibu Lagoon,2,2021-10-06T00:00:00Z,1,Low marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,10,10,closed,20,80
Malibu Lagoon,2,2021-10-06T00:00:00Z,1,Low marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,2,10,closed,5,95
Malibu Lagoon,2,2021-10-06T00:00:00Z,1,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,2,5,closed,5,95
Malibu Lagoon,2,2021-10-06T00:00:00Z,1,Low marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,5,160,closed,5,95
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,5,22,ebb,30,70
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,25,10,ebb,30,70
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,10,1,ebb,30,70
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,25,40,ebb,30,70
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Distichlis littoralis,shore grass,native,2,5,ebb,30,70
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Frankenia salina,alkali heath,native,2,15,ebb,30,70
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Triglochin concinna,arrow grass,native,2,2,ebb,30,70
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,2,Batis maritima,saltwort,native,10,10,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,2,Frankenia salina,alkali heath,native,2,15,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,50,5,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,2,Limonium californicum,Western marsh-rosemary,native,10,25,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,5,8,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,5,15,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Batis maritima,saltwort,native,2,5,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Frankenia salina,alkali heath,native,50,10,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,50,5,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Limonium californicum,Western marsh-rosemary,native,5,20,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Limonium ramosissimum,Algerian sea lavender,invasive,2,5,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,15,1,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,10,20,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Suaeda esteroa,estuary seablite,native,2,10,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Triglochin concinna,arrow grass,native,2,5,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,5,10,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Batis maritima,saltwort,native,5,5,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Frankenia salina,alkali heath,native,60,13,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,70,5,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,20,2,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Suaeda esteroa,estuary seablite,native,15,15,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Triglochin concinna,arrow grass,native,5,5,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Distichlis littoralis,shore grass,native,5,10,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Limonium californicum,Western marsh-rosemary,native,10,25,ebb,95,5
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Batis maritima,saltwort,native,2,7,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Distichlis littoralis,shore grass,native,90,10,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Frankenia salina,alkali heath,native,5,5,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,15,10,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Limonium californicum,Western marsh-rosemary,native,5,5,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,2,15,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Batis maritima,saltwort,native,10,30,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,100,30,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,100,40,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,2,Batis maritima,saltwort,native,10,30,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,2,110,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Batis maritima,saltwort,native,25,40,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Limonium californicum,Western marsh-rosemary,native,5,10,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,90,50,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,5,60,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,85,50,ebb,85,15
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,4,Batis maritima,saltwort,native,20,40,ebb,85,15
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,2,40,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,10,80,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Batis maritima,saltwort,native,5,20,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,90,15,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,50,45,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,20,40,ebb,100,0
Newport Bay,3,2021-03-18T00:00:00Z,1,Low marsh,within_elevation,5,Triglochin concinna,arrow grass,native,10,25,ebb,100,0
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,15,40,ebb,30,70
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,1,Batis maritima,saltwort,native,2,3,ebb,30,70
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,15,10,ebb,30,70
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,2,30,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,10,35,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,5,5,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,10,40,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,15,20,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,30,15,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,15,30,ebb,25,75
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,10,15,ebb,25,75
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,10,25,ebb,70,30
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,4,Batis maritima,saltwort,native,25,10,ebb,70,30
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,20,5,ebb,70,30
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,5,5,ebb,70,30
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,20,45,ebb,70,30
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,10,15,ebb,70,30
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,5,30,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,10,25,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,5,Batis maritima,saltwort,native,5,5,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,50,20,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,20,70,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,20,15,ebb,60,40
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,1,Batis maritima,saltwort,native,5,20,high,90,10
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,90,60,high,90,10
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,10,10,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,95,50,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,3,Batis maritima,saltwort,native,40,30,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,3,Frankenia salina,alkali heath,native,20,15,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,40,10,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,25,40,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,2,15,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Batis maritima,saltwort,native,15,20,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Frankenia salina,alkali heath,native,20,10,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,60,10,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,10,20,high,95,5
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,5,Batis maritima,saltwort,native,30,20,high,100,0
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,5,Distichlis littoralis,shore grass,native,50,10,high,100,0
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,5,Frankenia salina,alkali heath,native,20,10,high,100,0
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,10,15,high,100,0
Newport Bay,1,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,2,20,high,100,0
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,5,60,high,60,40
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,1,Batis maritima,saltwort,native,30,20,high,60,40
